lsrc_file,tgt_file,Src_points,Tgt-points,noise_offest,noise_stdv,x_o,y_o,z_o,keypoint_method,Red,Green,Blue,Jetstatus,Stacked_height_threshold,min_scale_SIFT,nr_octaves_SIFT,nr_scales_per_octave_SIFT,min_contrast_SIFT,set_radius_harris,set_radius_search_harris,HarrisRosponseMethod,___,comp_time[s],keypoints_1_inOverlap,keypoints_2_inOverlap,Total_Keypoints_1,Total_Keypoints_2,keypoint_Overlap_cnt,keypoint_Overlaparea_fit_cnt,overlap_rate_1,overlap_rate_2,total_overlap_rate_1,total_overlap_rate_2
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.25,7,9,0.3,1.7,1.7,LOWE,___,52,19005,16176,58365,16182,12862,4017,0.211365,0.248331,0.220372,0.794834
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.5,6,8,0.5,1.7,1.7,LOWE,___,37,7058,6575,23347,6578,3622,1939,0.274724,0.294905,0.155138,0.550623
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.5,6,8,0.7,1.7,1.7,LOWE,___,40,3848,4029,14544,4029,1755,639,0.16606,0.1586,0.120668,0.435592
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.5,6,8,0.3,1.7,1.7,LOWE,___,36,11040,8758,34171,8763,5440,3566,0.323007,0.407171,0.159199,0.620792
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.5,6,9,0.5,1.7,1.7,LOWE,___,38,7266,7039,24796,7039,3817,1707,0.23493,0.242506,0.153936,0.542265
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.5,6,9,0.7,1.7,1.7,LOWE,___,38,3696,3691,14286,3691,1488,516,0.13961,0.1398,0.104158,0.403143
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.5,6,9,0.3,1.7,1.7,LOWE,___,39,12486,10226,38600,10228,6748,4232,0.33894,0.413847,0.174819,0.659758
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.5,7,8,0.5,1.7,1.7,LOWE,___,36,7062,6532,23374,6533,3516,1860,0.263381,0.284752,0.150424,0.538191
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.5,7,8,0.7,1.7,1.7,LOWE,___,36,3852,4080,14571,4080,1647,637,0.165369,0.156127,0.113033,0.403676
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.5,7,8,0.3,1.7,1.7,LOWE,___,36,11044,8690,34198,8690,5059,3345,0.302879,0.384925,0.147933,0.582163
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.5,7,9,0.5,1.7,1.7,LOWE,___,39,7269,7071,24828,7074,3939,1820,0.250378,0.257389,0.158652,0.556828
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.5,7,9,0.7,1.7,1.7,LOWE,___,38,3699,3698,14318,3698,1475,482,0.130305,0.130341,0.103017,0.398864
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.5,7,9,0.3,1.7,1.7,LOWE,___,39,12489,10103,38632,10103,6662,4344,0.347826,0.429971,0.172448,0.659408
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.7,6,8,0.5,1.7,1.7,LOWE,___,26,5033,4298,16347,4298,2276,1510,0.30002,0.351326,0.13923,0.529549
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.7,6,8,0.7,1.7,1.7,LOWE,___,26,2972,2607,10927,2607,1087,636,0.213997,0.243959,0.0994784,0.416954
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.7,6,8,0.3,1.7,1.7,LOWE,___,26,7345,5802,22831,5802,3160,2275,0.309735,0.392106,0.138408,0.54464
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.7,6,9,0.5,1.7,1.7,LOWE,___,28,5281,4560,17598,4560,2454,1650,0.312441,0.361842,0.139448,0.538158
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.7,6,9,0.7,1.7,1.7,LOWE,___,28,2922,2528,11065,2528,1197,611,0.209103,0.241693,0.108179,0.473497
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.7,6,9,0.3,1.7,1.7,LOWE,___,27,8314,6725,25680,6728,4099,2931,0.352538,0.435836,0.159618,0.609245
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.7,7,8,0.5,1.7,1.7,LOWE,___,26,5038,4368,16365,4368,2295,1544,0.306471,0.35348,0.140238,0.525412
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.7,7,8,0.7,1.7,1.7,LOWE,___,26,2977,2608,10945,2608,1159,644,0.216325,0.246933,0.105893,0.444402
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.7,7,8,0.3,1.7,1.7,LOWE,___,26,7350,5835,22849,5836,3130,2280,0.310204,0.390746,0.136986,0.536326
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.7,7,9,0.5,1.7,1.7,LOWE,___,28,5289,4468,17623,4468,2490,1642,0.310456,0.367502,0.141293,0.557296
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.7,7,9,0.7,1.7,1.7,LOWE,___,28,2930,2519,11090,2519,1197,620,0.211604,0.246129,0.107935,0.475189
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.7,7,9,0.3,1.7,1.7,LOWE,___,27,8322,6687,25705,6687,4193,2957,0.355323,0.442201,0.16312,0.627038
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,1.3,6,8,0.5,1.7,1.7,LOWE,___,15,2192,1558,7014,1558,567,403,0.18385,0.258665,0.0808383,0.363928
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,1.3,6,8,0.7,1.7,1.7,LOWE,___,15,1751,1315,5827,1315,470,323,0.184466,0.245627,0.080659,0.357414
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,1.3,6,8,0.3,1.7,1.7,LOWE,___,16,2590,1872,8379,1873,735,522,0.201544,0.278846,0.0877193,0.392419
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,1.3,6,9,0.5,1.7,1.7,LOWE,___,16,2535,1874,8125,1875,730,515,0.203156,0.274813,0.0898462,0.389333
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,1.3,6,9,0.7,1.7,1.7,LOWE,___,16,1973,1485,6634,1486,513,356,0.180436,0.239731,0.0773289,0.345222
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,1.3,6,9,0.3,1.7,1.7,LOWE,___,17,3044,2229,9868,2229,932,646,0.212221,0.289816,0.0944467,0.418125
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,1.3,7,8,0.5,1.7,1.7,LOWE,___,15,2196,1595,7022,1597,654,446,0.203097,0.279624,0.0931359,0.409518
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,1.3,7,8,0.7,1.7,1.7,LOWE,___,16,1755,1294,5835,1296,455,330,0.188034,0.255023,0.0779777,0.35108
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,1.3,7,8,0.3,1.7,1.7,LOWE,___,16,2594,1932,8387,1934,791,565,0.21781,0.292443,0.0943126,0.408997
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,1.3,7,9,0.5,1.7,1.7,LOWE,___,16,2540,1876,8138,1877,711,491,0.193307,0.261727,0.0873679,0.378796
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,1.3,7,9,0.7,1.7,1.7,LOWE,___,17,1978,1499,6647,1499,580,400,0.202224,0.266845,0.0872574,0.386925
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,1.3,7,9,0.3,1.7,1.7,LOWE,___,16,3049,2273,9881,2274,953,662,0.21712,0.291245,0.0964477,0.419085
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.1,6,8,0.5,1.7,1.7,LOWE,___,52,9785,10265,31954,10265,5959,3131,0.31998,0.305017,0.186487,0.580516
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.1,6,8,0.7,1.7,1.7,LOWE,___,52,4832,6072,17746,6073,2550,951,0.196813,0.156621,0.143694,0.419891
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.1,6,8,0.3,1.7,1.7,LOWE,___,52,16974,14017,52058,14018,9576,4245,0.250088,0.302847,0.183949,0.683122
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.1,6,9,0.5,1.7,1.7,LOWE,___,56,9661,10991,32574,10992,6371,2874,0.297485,0.261487,0.195585,0.579603
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.1,6,9,0.7,1.7,1.7,LOWE,___,56,4322,5511,16713,5511,2217,561,0.129801,0.101796,0.132651,0.402286
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.1,6,9,0.3,1.7,1.7,LOWE,___,56,18622,15793,57343,15796,12185,5500,0.29535,0.348256,0.212493,0.771398
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.1,7,8,0.5,1.7,1.7,LOWE,___,52,9949,10511,32448,10511,5777,2945,0.29601,0.280183,0.178039,0.549615
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.1,7,8,0.7,1.7,1.7,LOWE,___,53,4996,6304,18237,6304,2547,841,0.168335,0.133407,0.139661,0.404029
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.1,7,8,0.3,1.7,1.7,LOWE,___,53,17138,14111,52556,14115,9561,4238,0.247287,0.300333,0.18192,0.677365
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.1,7,9,0.5,1.7,1.7,LOWE,___,56,9841,11001,33139,11001,6421,2862,0.290824,0.260158,0.19376,0.583674
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.1,7,9,0.7,1.7,1.7,LOWE,___,57,4502,5410,17275,5412,2125,553,0.122834,0.102218,0.12301,0.392646
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.1,7,9,0.3,1.7,1.7,LOWE,___,56,18804,15989,57916,15989,11977,5603,0.297969,0.350428,0.2068,0.749077
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.25,6,8,0.5,1.7,1.7,LOWE,___,46,10027,10398,32888,10399,5739,1966,0.196071,0.189075,0.174501,0.55188
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.25,6,8,0.7,1.7,1.7,LOWE,___,46,4977,6205,18546,6205,2388,1027,0.206349,0.165512,0.128761,0.384851
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.25,6,8,0.3,1.7,1.7,LOWE,___,47,17175,13926,52288,13928,9822,3018,0.175721,0.216717,0.187844,0.705198
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.25,6,9,0.5,1.7,1.7,LOWE,___,50,9990,10900,33839,10900,6147,2399,0.24014,0.220092,0.181654,0.563945
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.25,6,9,0.7,1.7,1.7,LOWE,___,50,4554,5460,17518,5460,2175,968,0.21256,0.177289,0.124158,0.398352
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.25,6,9,0.3,1.7,1.7,LOWE,___,51,18974,15932,58235,15932,12686,3914,0.206282,0.245669,0.217842,0.796259
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.25,7,8,0.5,1.7,1.7,LOWE,___,45,10053,10364,32986,10364,5802,2097,0.208594,0.202335,0.175893,0.559822
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.25,7,8,0.7,1.7,1.7,LOWE,___,46,5003,6293,18644,6293,2460,1162,0.232261,0.18465,0.131946,0.390911
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.25,7,8,0.3,1.7,1.7,LOWE,___,47,17201,14019,52389,14020,9968,3162,0.183827,0.225551,0.190269,0.710984
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.25,7,9,0.5,1.7,1.7,LOWE,___,50,10021,11108,33965,11110,6297,2345,0.234009,0.211109,0.185397,0.566787
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.25,7,9,0.7,1.7,1.7,LOWE,___,50,4585,5530,17644,5530,2196,952,0.207634,0.172152,0.124462,0.397107
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.25,7,9,0.3,1.7,1.7,LOWE,___,50,19005,15823,58365,15829,12727,3843,0.20221,0.242874,0.218059,0.804031
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.5,6,8,0.5,1.7,1.7,LOWE,___,37,7058,6590,23347,6591,3496,1851,0.262256,0.28088,0.149741,0.53042
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.5,6,8,0.7,1.7,1.7,LOWE,___,36,3848,4004,14544,4004,1742,665,0.172817,0.166084,0.119774,0.435065
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.5,6,8,0.3,1.7,1.7,LOWE,___,36,11040,8735,34171,8736,5337,3497,0.316757,0.400343,0.156185,0.61092
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.5,6,9,0.5,1.7,1.7,LOWE,___,39,7266,7095,24796,7096,3935,1860,0.255987,0.262156,0.158695,0.554538
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.5,6,9,0.7,1.7,1.7,LOWE,___,39,3696,3733,14286,3733,1486,496,0.134199,0.132869,0.104018,0.398071
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.5,6,9,0.3,1.7,1.7,LOWE,___,39,12486,10127,38600,10127,6931,4429,0.354717,0.437346,0.17956,0.684408
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.5,7,8,0.5,1.7,1.7,LOWE,___,36,7062,6595,23374,6595,3427,1732,0.245256,0.262623,0.146616,0.519636
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.5,7,8,0.7,1.7,1.7,LOWE,___,37,3852,3938,14571,3938,1634,632,0.164071,0.160488,0.112141,0.414931
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.5,7,8,0.3,1.7,1.7,LOWE,___,38,11044,8790,34198,8790,5444,3510,0.31782,0.399317,0.159191,0.61934
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.5,7,9,0.5,1.7,1.7,LOWE,___,50,7269,7017,24828,7017,3929,1855,0.255193,0.264358,0.158249,0.559926
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.5,7,9,0.7,1.7,1.7,LOWE,___,45,3699,3658,14318,3658,1490,501,0.135442,0.13696,0.104065,0.407326
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.5,7,9,0.3,1.7,1.7,LOWE,___,45,12489,10043,38632,10043,6648,4151,0.332372,0.413323,0.172085,0.661954
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.7,6,8,0.5,1.7,1.7,LOWE,___,31,5033,4319,16347,4319,2257,1617,0.32128,0.374392,0.138068,0.522575
