src_file,tgt_file,Src_points,Tgt-points,noise_offest,noise_stdv,x_o,y_o,z_o,keypoint_method,Red,Green,Blue,Jetstatus,Stacked_height_threshold,SalientRad_muliplier_ISS,NonMaxMultiplier_ISS,Threshold21_ISS,Threshold32_ISS,setMinNeighbors_ISS,setNumberOfThreads_ISS,---,comp_time[s],keypoints_1_inOverlap,keypoints_2_inOverlap,Total_Keypoints_1,Total_Keypoints_2,keypoint_Overlap_cnt,keypoint_Overlaparea_fit_cnt,overlap_rate_1,overlap_rate_2,total_overlap_rate_1,total_overlap_rate_2,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,sbin0,sbin1,sbin2,sbin3,sbin4,sbin5,sbin6,sbin7,sbin8,sbin9
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,4,1,___,10,57,41,410,41,5,0,0,0,0.0121951,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,4,1,___,1,40,40,40,40,40,40,1,1,1,1,40,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,4,1,___,10,57,41,410,41,5,0,0,0,0.0121951,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,4,1,___,1,40,40,40,40,40,40,1,1,1,1,40,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,4,1,___,9,57,41,410,41,5,0,0,0,0.0121951,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,4,1,___,1,40,40,40,40,40,40,1,1,1,1,40,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,4,1,___,9,57,41,410,41,5,0,0,0,0.0121951,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,4,1,___,2,40,40,40,40,40,40,1,1,1,1,40,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,4,1,___,9,57,41,410,41,5,0,0,0,0.0121951,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,5,1,___,2,34,34,34,34,34,34,1,1,1,1,34,0,0,0,0,0,0,0,0,0,34,34,34,34,34,34,34,34,34,34
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,5,1,___,9,52,41,370,41,5,0,0,0,0.0135135,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,5,1,___,1,34,34,34,34,34,34,1,1,1,1,34,0,0,0,0,0,0,0,0,0,34,34,34,34,34,34,34,34,34,34
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,5,1,___,9,52,41,370,41,5,0,0,0,0.0135135,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,5,1,___,1,34,34,34,34,34,34,1,1,1,1,34,0,0,0,0,0,0,0,0,0,34,34,34,34,34,34,34,34,34,34
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,5,1,___,9,52,41,370,41,5,0,0,0,0.0135135,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,5,1,___,1,34,34,34,34,34,34,1,1,1,1,34,0,0,0,0,0,0,0,0,0,34,34,34,34,34,34,34,34,34,34
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,5,1,___,9,52,41,370,41,5,0,0,0,0.0135135,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,5,1,___,1,34,34,34,34,34,34,1,1,1,1,34,0,0,0,0,0,0,0,0,0,34,34,34,34,34,34,34,34,34,34
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,5,1,___,10,52,41,370,41,5,0,0,0,0.0135135,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,5,1,___,1,34,34,34,34,34,34,1,1,1,1,34,0,0,0,0,0,0,0,0,0,34,34,34,34,34,34,34,34,34,34
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,5,1,___,10,52,41,370,41,5,0,0,0,0.0135135,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,5,1,___,1,34,34,34,34,34,34,1,1,1,1,34,0,0,0,0,0,0,0,0,0,34,34,34,34,34,34,34,34,34,34
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,5,1,___,9,52,41,370,41,5,0,0,0,0.0135135,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,5,1,___,1,34,34,34,34,34,34,1,1,1,1,34,0,0,0,0,0,0,0,0,0,34,34,34,34,34,34,34,34,34,34
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,5,1,___,9,52,41,370,41,5,0,0,0,0.0135135,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,5,1,___,1,34,34,34,34,34,34,1,1,1,1,34,0,0,0,0,0,0,0,0,0,34,34,34,34,34,34,34,34,34,34
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,5,1,___,9,52,41,370,41,5,0,0,0,0.0135135,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,5,1,___,1,34,34,34,34,34,34,1,1,1,1,34,0,0,0,0,0,0,0,0,0,34,34,34,34,34,34,34,34,34,34
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,5,1,___,9,52,41,370,41,5,0,0,0,0.0135135,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,6,1,___,1,29,29,29,29,29,29,1,1,1,1,29,0,0,0,0,0,0,0,0,0,29,29,29,29,29,29,29,29,29,29
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,6,1,___,9,46,41,305,41,5,0,0,0,0.0163934,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,6,1,___,1,29,29,29,29,29,29,1,1,1,1,29,0,0,0,0,0,0,0,0,0,29,29,29,29,29,29,29,29,29,29
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,6,1,___,9,46,41,305,41,5,0,0,0,0.0163934,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,6,1,___,1,29,29,29,29,29,29,1,1,1,1,29,0,0,0,0,0,0,0,0,0,29,29,29,29,29,29,29,29,29,29
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,6,1,___,9,46,41,305,41,5,0,0,0,0.0163934,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,6,1,___,1,29,29,29,29,29,29,1,1,1,1,29,0,0,0,0,0,0,0,0,0,29,29,29,29,29,29,29,29,29,29
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,6,1,___,9,46,41,305,41,5,0,0,0,0.0163934,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,6,1,___,2,29,29,29,29,29,29,1,1,1,1,29,0,0,0,0,0,0,0,0,0,29,29,29,29,29,29,29,29,29,29
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,6,1,___,9,46,41,305,41,5,0,0,0,0.0163934,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,6,1,___,1,29,29,29,29,29,29,1,1,1,1,29,0,0,0,0,0,0,0,0,0,29,29,29,29,29,29,29,29,29,29
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,6,1,___,9,46,41,305,41,5,0,0,0,0.0163934,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,6,1,___,1,29,29,29,29,29,29,1,1,1,1,29,0,0,0,0,0,0,0,0,0,29,29,29,29,29,29,29,29,29,29
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,6,1,___,9,46,41,305,41,5,0,0,0,0.0163934,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,6,1,___,1,29,29,29,29,29,29,1,1,1,1,29,0,0,0,0,0,0,0,0,0,29,29,29,29,29,29,29,29,29,29
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,6,1,___,10,46,41,305,41,5,0,0,0,0.0163934,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,6,1,___,1,29,29,29,29,29,29,1,1,1,1,29,0,0,0,0,0,0,0,0,0,29,29,29,29,29,29,29,29,29,29
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,6,1,___,10,46,41,305,41,5,0,0,0,0.0163934,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,6,1,___,1,29,29,29,29,29,29,1,1,1,1,29,0,0,0,0,0,0,0,0,0,29,29,29,29,29,29,29,29,29,29
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.8,6,1,___,10,46,41,305,41,5,0,0,0,0.0163934,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.99,4,1,___,1,40,40,40,40,40,40,1,1,1,1,40,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.99,4,1,___,9,57,41,410,41,5,0,0,0,0.0121951,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.99,4,1,___,1,40,40,40,40,40,40,1,1,1,1,40,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.99,4,1,___,9,57,41,410,41,5,0,0,0,0.0121951,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.99,4,1,___,1,40,40,40,40,40,40,1,1,1,1,40,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.99,4,1,___,9,57,41,410,41,5,0,0,0,0.0121951,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.99,4,1,___,1,40,40,40,40,40,40,1,1,1,1,40,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.99,4,1,___,9,57,41,410,41,5,0,0,0,0.0121951,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.99,4,1,___,1,40,40,40,40,40,40,1,1,1,1,40,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.99,4,1,___,9,57,41,410,41,5,0,0,0,0.0121951,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.99,4,1,___,1,40,40,40,40,40,40,1,1,1,1,40,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.99,4,1,___,9,57,41,410,41,5,0,0,0,0.0121951,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.99,4,1,___,1,40,40,40,40,40,40,1,1,1,1,40,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.99,4,1,___,9,57,41,410,41,5,0,0,0,0.0121951,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.99,4,1,___,1,40,40,40,40,40,40,1,1,1,1,40,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.99,4,1,___,10,57,41,410,41,5,0,0,0,0.0121951,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.99,4,1,___,1,40,40,40,40,40,40,1,1,1,1,40,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.99,4,1,___,10,57,41,410,41,5,0,0,0,0.0121951,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.99,4,1,___,1,40,40,40,40,40,40,1,1,1,1,40,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.99,4,1,___,9,57,41,410,41,5,0,0,0,0.0121951,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.99,5,1,___,1,34,34,34,34,34,34,1,1,1,1,34,0,0,0,0,0,0,0,0,0,34,34,34,34,34,34,34,34,34,34
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.99,5,1,___,9,52,41,370,41,5,0,0,0,0.0135135,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.99,5,1,___,1,34,34,34,34,34,34,1,1,1,1,34,0,0,0,0,0,0,0,0,0,34,34,34,34,34,34,34,34,34,34
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.99,5,1,___,9,52,41,370,41,5,0,0,0,0.0135135,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.99,5,1,___,1,34,34,34,34,34,34,1,1,1,1,34,0,0,0,0,0,0,0,0,0,34,34,34,34,34,34,34,34,34,34
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.99,5,1,___,9,52,41,370,41,5,0,0,0,0.0135135,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
../../data/cloud_overlap_1.pcd,../../data/cloud_overlap_1.pcd,21309,21309,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.99,5,1,___,1,34,34,34,34,34,34,1,1,1,1,34,0,0,0,0,0,0,0,0,0,34,34,34,34,34,34,34,34,34,34
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0,0,0,0,ISS,0,0,0,0,30,6,3,0.5,0.99,5,1,___,9,52,41,370,41,5,0,0,0,0.0135135,0.121951,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41
